Date,Date,MeanTemp,Month,DayOfYear
1943-09-12,1943-09-12,25.55555556,9,255
1943-09-13,1943-09-13,27.22222222,9,256
1943-09-14,1943-09-14,28.88888889,9,257
1943-09-15,1943-09-15,30.0,9,258
1943-09-16,1943-09-16,30.0,9,259
1943-09-17,1943-09-17,31.11111111,9,260
1943-09-18,1943-09-18,30.55555556,9,261
1943-09-19,1943-09-19,31.11111111,9,262
1943-09-20,1943-09-20,31.66666667,9,263
1943-09-21,1943-09-21,30.0,9,264
1943-09-22,1943-09-22,27.77777778,9,265
1943-09-23,1943-09-23,30.0,9,266
1943-09-24,1943-09-24,26.66666667,9,267
1943-09-25,1943-09-25,26.66666667,9,268
1943-09-26,1943-09-26,26.66666667,9,269
1943-09-27,1943-09-27,23.88888889,9,270
1943-09-28,1943-09-28,24.44444444,9,271
1943-09-29,1943-09-29,26.11111111,9,272
1943-09-30,1943-09-30,27.77777778,9,273
1943-10-01,1943-10-01,28.88888889,10,274
1943-10-02,1943-10-02,28.88888889,10,275
1943-10-03,1943-10-03,28.88888889,10,276
1943-10-04,1943-10-04,27.77777778,10,277
1943-10-05,1943-10-05,26.66666667,10,278
1943-10-06,1943-10-06,23.33333333,10,279
1943-10-07,1943-10-07,26.66666667,10,280
1943-10-08,1943-10-08,29.44444444,10,281
1943-10-09,1943-10-09,28.33333333,10,282
1943-10-10,1943-10-10,27.77777778,10,283
1943-10-11,1943-10-11,26.11111111,10,284
1943-10-12,1943-10-12,26.11111111,10,285
1943-10-13,1943-10-13,26.66666667,10,286
1943-10-14,1943-10-14,25.55555556,10,287
1943-10-15,1943-10-15,25.55555556,10,288
1943-10-16,1943-10-16,25.0,10,289
1943-10-17,1943-10-17,24.44444444,10,290
1943-10-18,1943-10-18,25.55555556,10,291
1943-10-19,1943-10-19,27.77777778,10,292
1943-10-20,1943-10-20,25.55555556,10,293
1943-10-21,1943-10-21,26.66666667,10,294
1943-10-22,1943-10-22,25.55555556,10,295
1943-10-23,1943-10-23,26.11111111,10,296
1943-10-24,1943-10-24,24.44444444,10,297
1943-10-25,1943-10-25,25.55555556,10,298
1943-10-26,1943-10-26,23.88888889,10,299
1943-10-27,1943-10-27,23.33333333,10,300
1943-10-28,1943-10-28,23.33333333,10,301
1943-10-29,1943-10-29,23.33333333,10,302
1943-10-30,1943-10-30,23.33333333,10,303
1943-10-31,1943-10-31,23.33333333,10,304
1943-11-01,1943-11-01,22.77777778,11,305
1943-11-02,1943-11-02,24.44444444,11,306
1943-11-03,1943-11-03,24.44444444,11,307
1943-11-04,1943-11-04,24.44444444,11,308
1943-11-05,1943-11-05,25.0,11,309
1943-11-06,1943-11-06,24.44444444,11,310
1943-11-07,1943-11-07,23.88888889,11,311
1943-11-08,1943-11-08,23.88888889,11,312
1943-11-09,1943-11-09,24.44444444,11,313
1943-11-10,1943-11-10,23.33333333,11,314
1943-11-11,1943-11-11,23.33333333,11,315
1943-11-12,1943-11-12,22.22222222,11,316
1943-11-13,1943-11-13,22.22222222,11,317
1943-11-14,1943-11-14,22.22222222,11,318
1943-11-15,1943-11-15,22.22222222,11,319
1943-11-16,1943-11-16,21.66666667,11,320
1943-11-17,1943-11-17,22.22222222,11,321
1943-11-18,1943-11-18,22.77777778,11,322
1943-11-19,1943-11-19,22.22222222,11,323
1943-11-20,1943-11-20,23.88888889,11,324
1943-11-21,1943-11-21,21.11111111,11,325
1943-11-22,1943-11-22,23.33333333,11,326
1943-11-23,1943-11-23,22.77777778,11,327
1943-11-24,1943-11-24,21.66666667,11,328
1943-11-25,1943-11-25,22.22222222,11,329
1943-11-26,1943-11-26,20.55555556,11,330
1943-11-27,1943-11-27,20.0,11,331
1943-11-28,1943-11-28,22.22222222,11,332
1943-11-29,1943-11-29,21.11111111,11,333
1943-11-30,1943-11-30,20.55555556,11,334
1943-12-01,1943-12-01,20.0,12,335
1943-12-02,1943-12-02,20.55555556,12,336
1943-12-03,1943-12-03,20.0,12,337
1943-12-04,1943-12-04,18.88888889,12,338
1943-12-05,1943-12-05,18.88888889,12,339
1943-12-06,1943-12-06,17.77777778,12,340
1943-12-07,1943-12-07,16.66666667,12,341
1943-12-08,1943-12-08,16.66666667,12,342
1943-12-09,1943-12-09,16.66666667,12,343
1943-12-10,1943-12-10,16.66666667,12,344
1943-12-11,1943-12-11,16.66666667,12,345
1943-12-12,1943-12-12,18.33333333,12,346
1943-12-13,1943-12-13,17.77777778,12,347
1943-12-14,1943-12-14,18.88888889,12,348
1943-12-15,1943-12-15,17.77777778,12,349
1943-12-16,1943-12-16,17.77777778,12,350
1943-12-17,1943-12-17,17.77777778,12,351
1943-12-18,1943-12-18,18.33333333,12,352
1943-12-19,1943-12-19,17.22222222,12,353
1943-12-20,1943-12-20,17.77777778,12,354
1943-12-21,1943-12-21,17.77777778,12,355
1943-12-22,1943-12-22,17.77777778,12,356
1943-12-23,1943-12-23,17.77777778,12,357
1943-12-24,1943-12-24,18.88888889,12,358
1943-12-25,1943-12-25,18.88888889,12,359
1943-12-26,1943-12-26,18.88888889,12,360
1943-12-27,1943-12-27,17.77777778,12,361
1943-12-28,1943-12-28,19.44444444,12,362
1943-12-29,1943-12-29,17.22222222,12,363
1943-12-30,1943-12-30,16.66666667,12,364
1943-12-31,1943-12-31,17.77777778,12,365
1944-01-01,1944-01-01,16.66666667,1,1
1944-01-02,1944-01-02,16.11111111,1,2
1944-01-03,1944-01-03,16.11111111,1,3
1944-01-04,1944-01-04,15.55555556,1,4
1944-01-05,1944-01-05,15.55555556,1,5
1944-01-06,1944-01-06,12.22222222,1,6
1944-01-07,1944-01-07,16.66666667,1,7
1944-01-08,1944-01-08,16.66666667,1,8
1944-01-09,1944-01-09,16.66666667,1,9
1944-01-10,1944-01-10,16.66666667,1,10
1944-01-11,1944-01-11,16.66666667,1,11
1944-01-12,1944-01-12,17.77777778,1,12
1944-01-13,1944-01-13,16.66666667,1,13
1944-01-14,1944-01-14,17.22222222,1,14
1944-01-15,1944-01-15,16.66666667,1,15
1944-01-16,1944-01-16,15.55555556,1,16
1944-01-17,1944-01-17,16.66666667,1,17
1944-01-18,1944-01-18,16.11111111,1,18
1944-01-19,1944-01-19,16.11111111,1,19
1944-01-20,1944-01-20,16.66666667,1,20
1944-01-21,1944-01-21,15.55555556,1,21
1944-01-22,1944-01-22,15.55555556,1,22
1944-01-23,1944-01-23,16.66666667,1,23
1944-01-24,1944-01-24,17.77777778,1,24
1944-01-25,1944-01-25,15.55555556,1,25
1944-01-26,1944-01-26,17.77777778,1,26
1944-01-27,1944-01-27,15.55555556,1,27
1944-01-28,1944-01-28,18.88888889,1,28
1944-01-29,1944-01-29,17.22222222,1,29
1944-01-30,1944-01-30,16.11111111,1,30
1944-01-31,1944-01-31,16.66666667,1,31
1944-02-01,1944-02-01,16.66666667,2,32
1944-02-02,1944-02-02,16.11111111,2,33
1944-02-03,1944-02-03,16.66666667,2,34
1944-02-04,1944-02-04,15.55555556,2,35
1944-02-05,1944-02-05,14.44444444,2,36
1944-02-06,1944-02-06,16.66666667,2,37
1944-02-07,1944-02-07,16.66666667,2,38
1944-02-08,1944-02-08,16.66666667,2,39
1944-02-09,1944-02-09,17.22222222,2,40
1944-02-10,1944-02-10,17.77777778,2,41
1944-02-11,1944-02-11,17.77777778,2,42
1944-02-12,1944-02-12,17.77777778,2,43
1944-02-13,1944-02-13,16.66666667,2,44
1944-02-14,1944-02-14,18.33333333,2,45
1944-02-15,1944-02-15,19.44444444,2,46
1944-02-16,1944-02-16,18.88888889,2,47
1944-02-17,1944-02-17,18.33333333,2,48
1944-02-18,1944-02-18,20.0,2,49
1944-02-19,1944-02-19,18.88888889,2,50
1944-02-20,1944-02-20,18.88888889,2,51
1944-02-21,1944-02-21,17.77777778,2,52
1944-02-22,1944-02-22,20.0,2,53
1944-02-23,1944-02-23,20.0,2,54
1944-02-24,1944-02-24,18.88888889,2,55
1944-02-25,1944-02-25,20.0,2,56
1944-02-26,1944-02-26,22.22222222,2,57
1944-02-27,1944-02-27,20.0,2,58
1944-02-28,1944-02-28,21.11111111,2,59
1944-02-29,1944-02-29,22.22222222,2,60
1944-03-01,1944-03-01,22.77777778,3,61
1944-03-02,1944-03-02,23.33333333,3,62
1944-03-03,1944-03-03,23.33333333,3,63
1944-03-04,1944-03-04,22.22222222,3,64
1944-03-05,1944-03-05,22.22222222,3,65
1944-03-06,1944-03-06,22.77777778,3,66
1944-03-07,1944-03-07,23.33333333,3,67
1944-03-08,1944-03-08,23.33333333,3,68
1944-03-09,1944-03-09,23.88888889,3,69
1944-03-10,1944-03-10,23.33333333,3,70
1944-03-11,1944-03-11,23.33333333,3,71
1944-03-12,1944-03-12,23.33333333,3,72
1944-03-13,1944-03-13,23.33333333,3,73
1944-03-14,1944-03-14,24.44444444,3,74
1944-03-15,1944-03-15,24.44444444,3,75
1944-03-16,1944-03-16,23.33333333,3,76
1944-03-17,1944-03-17,24.44444444,3,77
1944-03-18,1944-03-18,22.22222222,3,78
1944-03-19,1944-03-19,23.33333333,3,79
1944-03-20,1944-03-20,24.44444444,3,80
1944-03-21,1944-03-21,24.44444444,3,81
1944-03-22,1944-03-22,26.11111111,3,82
1944-03-23,1944-03-23,24.44444444,3,83
1944-03-24,1944-03-24,22.22222222,3,84
1944-03-25,1944-03-25,21.11111111,3,85
1944-03-26,1944-03-26,22.77777778,3,86
1944-03-27,1944-03-27,23.33333333,3,87
1944-03-28,1944-03-28,22.22222222,3,88
1944-03-29,1944-03-29,25.0,3,89
1944-03-30,1944-03-30,21.11111111,3,90
1944-03-31,1944-03-31,21.11111111,3,91
1944-04-01,1944-04-01,22.22222222,4,92
1944-04-02,1944-04-02,20.55555556,4,93
1944-04-03,1944-04-03,22.22222222,4,94
1944-04-04,1944-04-04,22.77777778,4,95
1944-04-05,1944-04-05,23.33333333,4,96
1944-04-06,1944-04-06,25.55555556,4,97
1944-04-07,1944-04-07,23.33333333,4,98
1944-04-08,1944-04-08,23.33333333,4,99
1944-04-09,1944-04-09,23.33333333,4,100
1944-04-10,1944-04-10,22.77777778,4,101
1944-04-11,1944-04-11,22.77777778,4,102
1944-04-12,1944-04-12,24.44444444,4,103
1944-04-13,1944-04-13,22.22222222,4,104
1944-04-14,1944-04-14,23.33333333,4,105
1944-04-15,1944-04-15,23.33333333,4,106
1944-04-16,1944-04-16,21.11111111,4,107
1944-04-17,1944-04-17,23.33333333,4,108
1944-04-18,1944-04-18,26.66666667,4,109
1944-04-19,1944-04-19,24.44444444,4,110
1944-04-20,1944-04-20,24.44444444,4,111
1944-04-21,1944-04-21,25.55555556,4,112
1944-04-22,1944-04-22,26.66666667,4,113
1944-04-23,1944-04-23,25.55555556,4,114
1944-04-24,1944-04-24,28.33333333,4,115
1944-04-25,1944-04-25,28.88888889,4,116
1944-04-26,1944-04-26,27.77777778,4,117
1944-04-27,1944-04-27,28.33333333,4,118
1944-04-28,1944-04-28,26.66666667,4,119
1944-04-29,1944-04-29,24.44444444,4,120
1944-04-30,1944-04-30,23.33333333,4,121
1944-05-01,1944-05-01,25.0,5,122
1944-05-02,1944-05-02,24.44444444,5,123
1944-05-03,1944-05-03,25.0,5,124
1944-05-04,1944-05-04,25.55555556,5,125
1944-05-05,1944-05-05,26.66666667,5,126
1944-05-06,1944-05-06,24.44444444,5,127
1944-05-07,1944-05-07,23.88888889,5,128
1944-05-08,1944-05-08,23.88888889,5,129
1944-05-09,1944-05-09,27.22222222,5,130
1944-05-10,1944-05-10,29.44444444,5,131
1944-05-11,1944-05-11,26.11111111,5,132
1944-05-12,1944-05-12,26.11111111,5,133
1944-05-13,1944-05-13,23.88888889,5,134
1944-05-14,1944-05-14,24.44444444,5,135
1944-05-15,1944-05-15,23.88888889,5,136
1944-05-16,1944-05-16,26.11111111,5,137
1944-05-17,1944-05-17,27.77777778,5,138
1944-05-18,1944-05-18,28.88888889,5,139
1944-05-19,1944-05-19,26.66666667,5,140
1944-05-20,1944-05-20,26.11111111,5,141
1944-05-21,1944-05-21,27.77777778,5,142
1944-05-22,1944-05-22,28.88888889,5,143
1944-05-23,1944-05-23,27.22222222,5,144
1944-05-24,1944-05-24,26.11111111,5,145
1944-05-25,1944-05-25,24.44444444,5,146
1944-05-26,1944-05-26,23.88888889,5,147
1944-05-27,1944-05-27,25.0,5,148
1944-05-28,1944-05-28,27.22222222,5,149
1944-05-29,1944-05-29,28.33333333,5,150
1944-05-30,1944-05-30,27.77777778,5,151
1944-05-31,1944-05-31,28.88888889,5,152
1944-06-01,1944-06-01,28.88888889,6,153
1944-06-02,1944-06-02,28.33333333,6,154
1944-06-03,1944-06-03,28.88888889,6,155
1944-06-04,1944-06-04,27.22222222,6,156
1944-06-05,1944-06-05,27.77777778,6,157
1944-06-06,1944-06-06,28.88888889,6,158
1944-06-07,1944-06-07,28.33333333,6,159
1944-06-08,1944-06-08,27.77777778,6,160
1944-06-09,1944-06-09,27.77777778,6,161
1944-06-10,1944-06-10,28.33333333,6,162
1944-06-11,1944-06-11,28.88888889,6,163
1944-06-12,1944-06-12,28.33333333,6,164
1944-06-13,1944-06-13,27.77777778,6,165
1944-06-14,1944-06-14,30.0,6,166
1944-06-15,1944-06-15,28.33333333,6,167
1944-06-16,1944-06-16,27.77777778,6,168
1944-06-17,1944-06-17,26.11111111,6,169
1944-06-18,1944-06-18,25.0,6,170
1944-06-19,1944-06-19,26.66666667,6,171
1944-06-20,1944-06-20,28.88888889,6,172
1944-06-21,1944-06-21,28.88888889,6,173
1944-06-22,1944-06-22,28.33333333,6,174
1944-06-23,1944-06-23,28.88888889,6,175
1944-06-24,1944-06-24,28.88888889,6,176
1944-06-25,1944-06-25,28.88888889,6,177
1944-06-26,1944-06-26,28.88888889,6,178
1944-06-27,1944-06-27,27.77777778,6,179
1944-06-28,1944-06-28,26.66666667,6,180
1944-06-29,1944-06-29,27.77777778,6,181
1944-06-30,1944-06-30,27.77777778,6,182
1944-07-01,1944-07-01,27.77777778,7,183
1944-07-02,1944-07-02,27.77777778,7,184
1944-07-03,1944-07-03,27.77777778,7,185
1944-07-04,1944-07-04,28.88888889,7,186
1944-07-05,1944-07-05,27.22222222,7,187
1944-07-06,1944-07-06,28.88888889,7,188
1944-07-07,1944-07-07,28.88888889,7,189
1944-07-08,1944-07-08,28.88888889,7,190
1944-07-09,1944-07-09,28.33333333,7,191
1944-07-10,1944-07-10,28.88888889,7,192
1944-07-11,1944-07-11,30.55555556,7,193
1944-07-12,1944-07-12,30.55555556,7,194
1944-07-13,1944-07-13,30.0,7,195
1944-07-14,1944-07-14,28.33333333,7,196
1944-07-15,1944-07-15,31.11111111,7,197
1944-07-16,1944-07-16,29.44444444,7,198
1944-07-17,1944-07-17,28.88888889,7,199
1944-07-18,1944-07-18,28.88888889,7,200
1944-07-19,1944-07-19,27.77777778,7,201
1944-07-20,1944-07-20,27.77777778,7,202
1944-07-21,1944-07-21,28.33333333,7,203
1944-07-22,1944-07-22,27.77777778,7,204
1944-07-23,1944-07-23,30.0,7,205
1944-07-24,1944-07-24,31.11111111,7,206
1944-07-25,1944-07-25,31.11111111,7,207
1944-07-26,1944-07-26,30.0,7,208
1944-07-27,1944-07-27,28.88888889,7,209
1944-07-28,1944-07-28,28.33333333,7,210
1944-07-29,1944-07-29,30.55555556,7,211
1944-07-30,1944-07-30,30.55555556,7,212
1944-07-31,1944-07-31,29.44444444,7,213
1944-08-01,1944-08-01,28.88888889,8,214
1944-08-02,1944-08-02,28.88888889,8,215
1944-08-03,1944-08-03,28.88888889,8,216
1944-08-04,1944-08-04,30.55555556,8,217
1944-08-05,1944-08-05,30.0,8,218
1944-08-06,1944-08-06,30.0,8,219
1944-08-07,1944-08-07,30.55555556,8,220
1944-08-08,1944-08-08,30.0,8,221
1944-08-09,1944-08-09,27.77777778,8,222
1944-08-10,1944-08-10,27.77777778,8,223
1944-08-11,1944-08-11,27.77777778,8,224
1944-08-12,1944-08-12,27.22222222,8,225
1944-08-13,1944-08-13,28.88888889,8,226
1944-08-14,1944-08-14,29.44444444,8,227
1944-08-15,1944-08-15,30.0,8,228
1944-08-16,1944-08-16,29.44444444,8,229
1944-08-17,1944-08-17,30.55555556,8,230
1944-08-18,1944-08-18,31.11111111,8,231
1944-08-19,1944-08-19,30.55555556,8,232
1944-08-20,1944-08-20,30.55555556,8,233
1944-08-21,1944-08-21,26.66666667,8,234
1944-08-22,1944-08-22,27.22222222,8,235
1944-08-23,1944-08-23,30.0,8,236
1944-08-24,1944-08-24,31.11111111,8,237
1944-08-25,1944-08-25,28.88888889,8,238
1944-08-26,1944-08-26,26.66666667,8,239
1944-08-27,1944-08-27,28.88888889,8,240
1944-08-28,1944-08-28,27.77777778,8,241
1944-08-29,1944-08-29,26.11111111,8,242
1944-08-30,1944-08-30,27.77777778,8,243
1944-08-31,1944-08-31,27.77777778,8,244
1944-09-01,1944-09-01,25.55555556,9,245
1944-09-02,1944-09-02,27.22222222,9,246
1944-09-03,1944-09-03,26.66666667,9,247
1944-09-04,1944-09-04,27.22222222,9,248
1944-09-05,1944-09-05,27.77777778,9,249
1944-09-06,1944-09-06,27.77777778,9,250
1944-09-07,1944-09-07,27.77777778,9,251
1944-09-08,1944-09-08,26.66666667,9,252
1944-09-09,1944-09-09,26.66666667,9,253
1944-09-10,1944-09-10,27.77777778,9,254
1944-09-11,1944-09-11,27.77777778,9,255
1944-09-12,1944-09-12,27.77777778,9,256
1944-09-13,1944-09-13,26.66666667,9,257
1944-09-14,1944-09-14,27.77777778,9,258
1944-09-15,1944-09-15,27.77777778,9,259
1944-09-16,1944-09-16,27.77777778,9,260
1944-09-17,1944-09-17,26.66666667,9,261
1944-09-18,1944-09-18,26.66666667,9,262
1944-09-19,1944-09-19,26.66666667,9,263
1944-09-20,1944-09-20,27.77777778,9,264
1944-09-21,1944-09-21,26.66666667,9,265
1944-09-22,1944-09-22,25.55555556,9,266
1944-09-23,1944-09-23,26.66666667,9,267
1944-09-24,1944-09-24,27.77777778,9,268
1944-09-25,1944-09-25,27.77777778,9,269
1944-09-26,1944-09-26,26.66666667,9,270
1944-09-27,1944-09-27,25.55555556,9,271
1944-09-28,1944-09-28,27.22222222,9,272
1944-09-29,1944-09-29,27.77777778,9,273
1944-09-30,1944-09-30,27.77777778,9,274
1944-10-01,1944-10-01,28.88888889,10,275
1944-10-02,1944-10-02,29.44444444,10,276
1944-10-03,1944-10-03,30.0,10,277
1944-10-04,1944-10-04,26.11111111,10,278
1944-10-05,1944-10-05,26.66666667,10,279
1944-10-06,1944-10-06,27.77777778,10,280
1944-10-07,1944-10-07,26.66666667,10,281
1944-10-08,1944-10-08,27.77777778,10,282
1944-10-09,1944-10-09,27.77777778,10,283
1944-10-10,1944-10-10,26.66666667,10,284
1944-10-11,1944-10-11,26.66666667,10,285
1944-10-12,1944-10-12,26.66666667,10,286
1944-10-13,1944-10-13,25.55555556,10,287
1944-10-14,1944-10-14,25.55555556,10,288
1944-10-15,1944-10-15,24.44444444,10,289
1944-10-16,1944-10-16,24.44444444,10,290
1944-10-17,1944-10-17,25.55555556,10,291
1944-10-18,1944-10-18,24.44444444,10,292
1944-10-19,1944-10-19,25.0,10,293
1944-10-20,1944-10-20,25.0,10,294
1944-10-21,1944-10-21,25.55555556,10,295
1944-10-22,1944-10-22,25.55555556,10,296
1944-10-23,1944-10-23,25.55555556,10,297
1944-10-24,1944-10-24,25.55555556,10,298
1944-10-25,1944-10-25,24.44444444,10,299
1944-10-26,1944-10-26,24.44444444,10,300
1944-10-27,1944-10-27,24.44444444,10,301
1944-10-28,1944-10-28,25.55555556,10,302
1944-10-29,1944-10-29,23.88888889,10,303
1944-10-30,1944-10-30,23.88888889,10,304
1944-10-31,1944-10-31,23.33333333,10,305
1944-11-01,1944-11-01,21.11111111,11,306
1944-11-02,1944-11-02,22.77777778,11,307
1944-11-03,1944-11-03,23.33333333,11,308
1944-11-04,1944-11-04,23.33333333,11,309
1944-11-05,1944-11-05,22.22222222,11,310
1944-11-06,1944-11-06,22.22222222,11,311
1944-11-07,1944-11-07,22.22222222,11,312
1944-11-08,1944-11-08,21.66666667,11,313
1944-11-09,1944-11-09,22.22222222,11,314
1944-11-10,1944-11-10,21.11111111,11,315
1944-11-11,1944-11-11,22.22222222,11,316
1944-11-12,1944-11-12,22.22222222,11,317
1944-11-13,1944-11-13,22.77777778,11,318
1944-11-14,1944-11-14,21.11111111,11,319
1944-11-15,1944-11-15,23.33333333,11,320
1944-11-16,1944-11-16,21.66666667,11,321
1944-11-17,1944-11-17,21.11111111,11,322
1944-11-18,1944-11-18,21.11111111,11,323
1944-11-19,1944-11-19,21.11111111,11,324
1944-11-20,1944-11-20,21.11111111,11,325
1944-11-21,1944-11-21,20.55555556,11,326
1944-11-22,1944-11-22,20.0,11,327
1944-11-23,1944-11-23,20.0,11,328
1944-11-24,1944-11-24,20.0,11,329
1944-11-25,1944-11-25,20.0,11,330
1944-11-26,1944-11-26,20.0,11,331
1944-11-27,1944-11-27,18.88888889,11,332
1944-11-28,1944-11-28,18.88888889,11,333
1944-11-29,1944-11-29,21.11111111,11,334
1944-11-30,1944-11-30,19.44444444,11,335
1944-12-02,1944-12-02,20.0,12,337
1944-12-03,1944-12-03,20.0,12,338
1944-12-04,1944-12-04,20.0,12,339
1944-12-05,1944-12-05,19.44444444,12,340
1944-12-06,1944-12-06,20.0,12,341
1944-12-07,1944-12-07,20.0,12,342
1944-12-08,1944-12-08,18.88888889,12,343
1944-12-09,1944-12-09,20.0,12,344
1944-12-10,1944-12-10,20.0,12,345
1944-12-11,1944-12-11,18.88888889,12,346
1944-12-12,1944-12-12,20.0,12,347
1944-12-13,1944-12-13,20.0,12,348
1944-12-14,1944-12-14,18.88888889,12,349
1944-12-15,1944-12-15,18.88888889,12,350
1944-12-16,1944-12-16,18.33333333,12,351
